id,title,author,isbn,category,available
B1012,Advanced Secrets (Vol. 2),Linda Jackson,978-6-69-3231-6,Literature,true
B1013,Modern Physics (Vol. 3),Thomas Martin,978-8-51-0080-6,History,true
B1014,Practical Art (Vol. 2),David Williams,978-3-53-3942-3,Chemistry,true
B1015,Forgotten Secrets (Vol. 1),Linda Anderson,978-4-77-6338-8,Chemistry,true
B1016,Silent Principles (Vol. 2),John Anderson,978-5-88-6225-6,Mathematics,true
B1017,Golden Algorithms (Vol. 1),William Johnson,978-6-31-6747-8,Literature,true
B1018,Computational Engines (Vol. 1),Joseph Martinez,978-1-68-7918-6,History,true
B1019,Practical Physics (Vol. 2),Jessica Moore,978-5-49-3693-5,History,true
B1020,Global Dreams (Vol. 1),Jessica Thomas,978-0-63-6342-5,History,true
B1021,Silent Legends (Vol. 3),John Davis,978-5-86-1899-7,Literature,true
B1022,Quantum Dreams (Vol. 2),Sarah Jackson,978-2-94-1283-4,Mathematics,true
B1023,Digital Whispers (Vol. 2),Richard Taylor,978-0-47-6163-1,Fiction,true
B1024,Designing Science (Vol. 3),Barbara Rodriguez,978-0-72-4171-4,Mathematics,true
B1025,Practical Universe (Vol. 2),James Martin,978-0-3-1176-3,Engineering,true
B1026,Quantum Patterns (Vol. 1),Robert Thomas,978-2-6-0381-3,Literature,true
B1027,Beautiful Engines (Vol. 1),Mary Davis,978-0-54-5214-5,Engineering,true
B1028,Hidden Whispers (Vol. 1),Charles Thomas,978-1-7-7058-1,Fiction,true
B1029,Introduction to Chemistry (Vol. 3),David Taylor,978-7-60-6250-6,History,true
B1030,Silent Engines (Vol. 2),Patricia Thomas,978-0-6-0030-0,Computer Science,true
B1031,Ultimate Systems (Vol. 3),Barbara Davis,978-2-92-5251-4,Physics,true
B1032,Ancient Whispers (Vol. 2),Mary Hernandez,978-5-88-8387-2,Physics,true
B1033,Golden Science (Vol. 3),William Williams,978-2-53-8002-0,Business,true
B1034,Computational Engines (Vol. 3),Joseph Thomas,978-1-75-9610-5,Fiction,true
B1035,Ancient Physics (Vol. 1),James Davis,978-5-93-8657-8,Computer Science,true
B1036,Ultimate Algorithms (Vol. 1),Joseph Martin,978-8-78-9498-4,Engineering,true
B1037,Silent Secrets (Vol. 2),Robert Jackson,978-6-57-7415-4,Fiction,true
B1038,Quantum Systems (Vol. 1),Richard Martin,978-5-32-5403-4,Chemistry,true
B1039,Ancient Chemistry (Vol. 2),Robert Hernandez,978-6-57-3822-5,Physics,true
B1040,Digital Systems (Vol. 2),Joseph Anderson,978-6-77-5769-3,Computer Science,true
B1041,Ancient Secrets (Vol. 3),Sarah Martinez,978-1-71-6550-0,History,true
B1042,Designing Legends (Vol. 1),Susan Smith,978-6-29-4951-1,Physics,true
B1043,Ultimate Universe (Vol. 2),James Thompson,978-3-82-8107-4,Engineering,true
B1044,Silent Algorithms (Vol. 3),David Thomas,978-1-78-9440-6,Computer Science,true
B1045,Dark History (Vol. 2),Jessica Miller,978-3-65-3050-2,Chemistry,true
B1046,Computational Chemistry (Vol. 2),Richard Jackson,978-4-75-1240-2,Mathematics,true
B1047,Mastering Patterns (Vol. 3),Joseph Taylor,978-4-52-7936-6,Physics,true
B1048,Practical Patterns (Vol. 3),Karen Hernandez,978-7-19-6629-1,Business,true
B1049,Practical Journey (Vol. 1),Karen Williams,978-6-29-9442-7,Literature,true
B1050,Modern Engines (Vol. 3),David Wilson,978-1-12-7251-0,Biography,true
B1051,Computational Future (Vol. 3),Patricia Martin,978-1-31-2486-0,Physics,true
B1052,Quantum Art (Vol. 3),Richard Brown,978-0-57-1369-7,Literature,true
B1053,Computational Legends (Vol. 3),Susan Brown,978-5-65-9492-5,Chemistry,true
B1054,Designing History (Vol. 1),William Martin,978-0-69-4897-6,Mathematics,true
B1055,Beautiful Legends (Vol. 1),Karen White,978-7-17-4684-1,Engineering,true
B1056,Beautiful Networks (Vol. 3),Robert Davis,978-0-28-6631-3,Engineering,true
B1057,Quantum Networks (Vol. 2),Barbara Moore,978-1-6-4851-6,Mathematics,true
B1058,Lost Systems (Vol. 2),John Jones,978-1-36-8843-1,Engineering,true
B1059,Beautiful Journey (Vol. 2),John Rodriguez,978-6-53-4126-8,Business,true
B1060,Hidden Art (Vol. 2),Robert Davis,978-7-73-2817-6,Biography,true
B1061,Golden Secrets (Vol. 1),Mary Martinez,978-5-98-9281-1,Biography,true
B1062,Golden Art (Vol. 2),Barbara Jones,978-2-82-0209-8,Physics,true
B1063,Computational Science (Vol. 3),Richard White,978-2-91-1378-2,Mathematics,true
B1064,Golden Legends (Vol. 2),Thomas Johnson,978-6-57-7670-7,Literature,true
B1065,Practical Chemistry (Vol. 3),Michael Jones,978-6-16-7180-6,Physics,true
B1066,Dark Future (Vol. 3),Charles Garcia,978-0-35-6125-0,Physics,true
B1067,Practical Legends (Vol. 3),Richard Jackson,978-3-2-3927-2,Physics,true
B1068,Ultimate Chronicles (Vol. 2),Barbara Anderson,978-2-77-2703-4,History,true
B1069,Hidden Database (Vol. 1),Linda Thompson,978-0-94-8682-6,Computer Science,true
B1070,Ultimate Chemistry (Vol. 2),Michael Smith,978-7-3-0676-7,Fiction,true
B1071,Golden Physics (Vol. 2),Barbara Anderson,978-8-88-5207-7,Mathematics,true
B1072,Mastering Whispers (Vol. 1),Mary Thompson,978-8-42-8077-3,History,true
B1073,Practical Systems (Vol. 2),Thomas Taylor,978-1-8-9189-1,Chemistry,true
B1074,Advanced Algorithms (Vol. 2),Barbara Jackson,978-2-0-5139-6,Engineering,true
B1075,Beautiful Future (Vol. 2),Jennifer Brown,978-8-62-5986-5,Physics,true
B1076,Practical Art (Vol. 3),Karen Thompson,978-5-42-0944-7,Mathematics,true
B1077,Hidden Dreams (Vol. 1),Karen Brown,978-6-11-2891-2,Business,true
B1078,Quantum Future (Vol. 3),Elizabeth Garcia,978-2-18-4347-8,Physics,true
B1079,Practical Algorithms (Vol. 2),Jennifer Jones,978-5-21-5574-2,Mathematics,true
B1080,Beautiful Science (Vol. 1),Karen Thomas,978-4-71-5689-6,Literature,true
B1081,Computational Whispers (Vol. 3),Patricia Martinez,978-2-34-5504-5,Biography,true
B1082,Lost Engines (Vol. 3),Linda Martin,978-1-45-1900-0,Biography,true
B1083,Quantum Chronicles (Vol. 1),Elizabeth Garcia,978-3-11-9867-5,Biography,true
B1084,Forgotten Engines (Vol. 3),Robert Jones,978-1-33-8021-1,History,true
B1085,Ultimate History (Vol. 2),Patricia Moore,978-1-39-1542-5,Physics,true
B1086,Ultimate Secrets (Vol. 2),Richard Brown,978-7-31-8730-5,Physics,true
B1087,Dark Systems (Vol. 1),Susan Brown,978-6-94-4393-7,History,true
B1088,Digital Science,Charles Hernandez,978-5-28-1927-6,Literature,true
B1089,Global Whispers (Vol. 1),Charles Martinez,978-8-88-8978-7,Engineering,true
B1090,Digital Engines,Sarah Jackson,978-7-0-6169-5,History,true
B1091,Beautiful Chronicles (Vol. 1),Patricia Davis,978-5-72-4950-2,Computer Science,true
B1092,Introduction to Database (Vol. 1),Michael Smith,978-1-71-8763-0,Chemistry,true
B1093,Quantum Journey (Vol. 1),Elizabeth Taylor,978-3-88-4935-3,Biography,true
B1094,Golden Database (Vol. 3),William Moore,978-1-31-6761-8,Fiction,true
B1095,Quantum Legends (Vol. 1),Karen White,978-4-25-2357-8,Business,true
B1096,Modern Universe (Vol. 2),Joseph Wilson,978-8-56-1417-8,Physics,true
B1097,Designing Algorithms (Vol. 3),Patricia Brown,978-1-18-1686-4,Chemistry,true
B1098,Ancient Networks,Elizabeth Brown,978-0-30-8509-5,Biography,true
B1099,Digital Database (Vol. 1),Sarah Jones,978-8-39-1073-8,Business,true
B1100,Dark Networks (Vol. 1),William Brown,978-4-67-3346-2,Chemistry,true
